query,method,universality_score,jsd,pred_regulatory_enforcement,gt_regulatory_enforcement,pred_amplification_cascade,gt_amplification_cascade,pred_contagion_spread,gt_contagion_spread,pred_information_signaling,gt_information_signaling,pred_resource_constraint,gt_resource_constraint,pred_threshold_tipping,gt_threshold_tipping
Real Estate and Construction Market Conditions Across Regions,right_kan,0.7680428116048265,0.23195718839517354,0.1666666716337204,0.29411765933036804,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.529411792755127,0.1666666716337204,0.0
Roles and responsibilities of individual board members,naive_rag,0.6749391492738369,0.3250608507261631,0.25,0.9411764740943909,0.25,0.0,0.05000000074505806,0.0,0.15000000596046448,0.05882352963089943,0.20000000298023224,0.0,0.10000000149011612,0.0
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,0.7478862565287359,0.25211374347126414,0.25,0.5,0.20000000298023224,0.0,0.0,0.0,0.10000000149011612,0.3571428656578064,0.10000000149011612,0.1428571492433548,0.3499999940395355,0.0
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,0.686062047255908,0.313937952744092,0.20000000298023224,0.2222222238779068,0.3499999940395355,0.0555555559694767,0.10000000149011612,0.7222222089767456,0.05000000074505806,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0
federal reserve public communication channels,naive_rag,0.6155763801250447,0.3844236198749553,0.15000000596046448,0.2631579041481018,0.5,0.0,0.0,0.0,0.05000000074505806,0.5789473652839661,0.10000000149011612,0.15789473056793213,0.20000000298023224,0.0
Indemnification and liability protection policies for board members,naive_rag,0.6579855150623344,0.34201448493766556,0.30000001192092896,1.0,0.20000000298023224,0.0,0.10000000149011612,0.0,0.15000000596046448,0.0,0.20000000298023224,0.0,0.05000000074505806,0.0
Monetary Policy Reports Submitted to Congress,naive_rag,0.8511085292698809,0.14889147073011907,0.25,0.5333333611488342,0.30000001192092896,0.0,0.0,0.0,0.10000000149011612,0.13333334028720856,0.10000000149011612,0.20000000298023224,0.25,0.13333334028720856
Proportional representation methods and their implementation,naive_rag,0.6579855167010027,0.3420144832989973,0.30000001192092896,1.0,0.10000000149011612,0.0,0.05000000074505806,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.25,0.0
The impact of unconvent,naive_rag,0.7877622765667843,0.21223772343321567,0.20000000298023224,0.6875,0.30000001192092896,0.0,0.10000000149011612,0.0,0.25,0.1875,0.0,0.0,0.15000000596046448,0.125
Beige Book Regional Economic Condition Reports,naive_rag,0.7486192449667909,0.2513807550332091,0.20000000298023224,0.4285714328289032,0.25,0.0,0.0,0.0,0.15000000596046448,0.0714285746216774,0.15000000596046448,0.5,0.25,0.0
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,0.6856202540916538,0.31437974590834616,0.15000000596046448,0.1764705926179886,0.4000000059604645,0.0,0.0,0.0,0.15000000596046448,0.7647058963775635,0.15000000596046448,0.05882352963089943,0.15000000596046448,0.0
Cross-border financial contagion and central bank coordination frameworks,naive_rag,0.8588161095603717,0.14118389043962826,0.30000001192092896,0.4000000059604645,0.30000001192092896,0.2666666805744171,0.10000000149011612,0.3333333432674408,0.10000000149011612,0.0,0.15000000596046448,0.0,0.05000000074505806,0.0
Recovery and resolution planning for financial market infrastructures,naive_rag,0.7229956093596712,0.27700439064032883,0.20000000298023224,0.46666666865348816,0.25,0.0,0.10000000149011612,0.3333333432674408,0.15000000596046448,0.0,0.10000000149011612,0.20000000298023224,0.20000000298023224,0.0
Fiduciary duties and legal obligations of board members,naive_rag,0.5294999384636829,0.470500061536317,0.15000000596046448,1.0,0.25,0.0,0.05000000074505806,0.0,0.15000000596046448,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0
Committee formations and their specific functions,naive_rag,0.5254668794969226,0.47453312050307733,0.10000000149011612,0.9375,0.4000000059604645,0.0,0.0,0.0,0.10000000149011612,0.0625,0.05000000074505806,0.0,0.3499999940395355,0.0
Quorum requirements and participation thresholds,naive_rag,0.8102298169332045,0.18977018306679544,0.4000000059604645,0.6875,0.15000000596046448,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.15000000596046448,0.3125,0.10000000149011612,0.0
Unconventional monetary policy tools during economic crises,naive_rag,0.7817517417070721,0.21824825829292788,0.25,0.125,0.44999998807907104,0.0625,0.0,0.1875,0.10000000149011612,0.125,0.10000000149011612,0.4375,0.10000000149011612,0.0625
Open market operations and asset purchase programs,naive_rag,0.7627001424170814,0.23729985758291855,0.25,0.529411792755127,0.44999998807907104,0.0,0.0,0.0,0.15000000596046448,0.11764705926179886,0.10000000149011612,0.3529411852359772,0.05000000074505806,0.0
board of governors structural organization,naive_rag,0.7319125445076382,0.26808745549236174,0.20000000298023224,0.75,0.3499999940395355,0.0625,0.0,0.0,0.15000000596046448,0.0,0.10000000149011612,0.1875,0.20000000298023224,0.0
The Taylor Rule and systematic policy frameworks,naive_rag,0.8964725403008231,0.10352745969917691,0.3499999940395355,0.7058823704719543,0.05000000074505806,0.0,0.10000000149011612,0.0,0.15000000596046448,0.05882352963089943,0.20000000298023224,0.1764705926179886,0.15000000596046448,0.05882352963089943
Real Estate and Construction Market Conditions Across Regions,naive_rag,0.7049974493041791,0.2950025506958209,0.05000000074505806,0.29411765933036804,0.4000000059604645,0.0,0.0,0.0,0.15000000596046448,0.1764705926179886,0.20000000298023224,0.529411792755127,0.20000000298023224,0.0
